UniProtID	GO_ID	GO_Name	GO_Aspect
A0A2K3DFS4	GO:0016020	membrane	cellular_component
A0A2K3DFM0	GO:0060285	cilium-dependent cell motility	biological_process
A0A2K3DFM0	GO:0070286	axonemal dynein complex assembly	biological_process
A0A2K3DFM0	GO:0005737	cytoplasm	cellular_component
A0A2K3DFM0	GO:0005737	cytoplasm	cellular_component
A0A2K3DFI1	GO:0004852	uroporphyrinogen-III synthase activity	molecular_function
A0A2K3DFI1	GO:0004852	uroporphyrinogen-III synthase activity	molecular_function
A0A2K3DFI1	GO:0016829	lyase activity	molecular_function
A0A2K3DFI1	GO:0006779	porphyrin-containing compound biosynthetic process	biological_process
A0A2K3DFI1	GO:0006780	uroporphyrinogen III biosynthetic process	biological_process
A0A2K3DFI1	GO:0006780	uroporphyrinogen III biosynthetic process	biological_process
A0A2K3DFI1	GO:0006782	protoporphyrinogen IX biosynthetic process	biological_process
A0A2K3DFK0	GO:1990817	poly(A) RNA polymerase activity	molecular_function
A0A2K3DFK0	GO:1990817	poly(A) RNA polymerase activity	molecular_function
A0A2K3DFK0	GO:0016070	RNA metabolic process	biological_process
A0A2K3DFK0	GO:0031123	RNA 3'-end processing	biological_process
A0A2K3DFK0	GO:0043634	polyadenylation-dependent ncRNA catabolic process	biological_process
A0A2K3DFK0	GO:0005730	nucleolus	cellular_component
A0A2K3DFK0	GO:0031499	TRAMP complex	cellular_component
A0A2K3DFJ6	GO:1990817	poly(A) RNA polymerase activity	molecular_function
A0A2K3DFJ6	GO:0016070	RNA metabolic process	biological_process
A0A2K3DCL0	GO:0004672	protein kinase activity	molecular_function
A0A2K3DCL0	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DCL0	GO:0004683	calcium/calmodulin-dependent protein kinase activity	molecular_function
A0A2K3DCL0	GO:0005516	calmodulin binding	molecular_function
A0A2K3DCL0	GO:0005524	ATP binding	molecular_function
A0A2K3DCL0	GO:0009931	calcium-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3DCL0	GO:0035556	intracellular signal transduction	biological_process
A0A2K3DCL0	GO:0005634	nucleus	cellular_component
A0A2K3DCL0	GO:0005737	cytoplasm	cellular_component
A0A2K3DFU2	GO:0003824	catalytic activity	molecular_function
A0A2K3DFU2	GO:0004620	phospholipase activity	molecular_function
A0A2K3DFU2	GO:0030149	sphingolipid catabolic process	biological_process
A0A2K3DFU2	GO:0046513	ceramide biosynthetic process	biological_process
A0A2K3DFU2	GO:0005783	endoplasmic reticulum	cellular_component
A0A2K3DFU2	GO:0016020	membrane	cellular_component
A0A2K3DFU2	GO:0071944	cell periphery	cellular_component
A0A2K3DE61	GO:0003729	mRNA binding	molecular_function
A0A2K3DE61	GO:0003735	structural constituent of ribosome	molecular_function
A0A2K3DE61	GO:0003735	structural constituent of ribosome	molecular_function
A0A2K3DE61	GO:0002181	cytoplasmic translation	biological_process
A0A2K3DE61	GO:0005840	ribosome	cellular_component
A0A2K3DE61	GO:0022625	cytosolic large ribosomal subunit	cellular_component
A0A2K3DE61	GO:1990904	ribonucleoprotein complex	cellular_component
A8J1A3	GO:0003735	structural constituent of ribosome	molecular_function
A8J1A3	GO:0005840	ribosome	cellular_component
A8J1A3	GO:1990904	ribonucleoprotein complex	cellular_component
A0A2K3DEA0	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3DEA0	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3DEA0	GO:0005783	endoplasmic reticulum	cellular_component
A0A2K3DEA0	GO:0016020	membrane	cellular_component
A8J168	GO:0000049	tRNA binding	molecular_function
A8J168	GO:0004812	aminoacyl-tRNA ligase activity	molecular_function
A8J168	GO:0004826	phenylalanine-tRNA ligase activity	molecular_function
A8J168	GO:0004826	phenylalanine-tRNA ligase activity	molecular_function
A8J168	GO:0005524	ATP binding	molecular_function
A8J168	GO:0046872	metal ion binding	molecular_function
A8J168	GO:0006412	translation	biological_process
A8J168	GO:0006432	phenylalanyl-tRNA aminoacylation	biological_process
A8J168	GO:0006432	phenylalanyl-tRNA aminoacylation	biological_process
A8J168	GO:0005737	cytoplasm	cellular_component
A8J168	GO:0005737	cytoplasm	cellular_component
A8J168	GO:0009328	phenylalanine-tRNA ligase complex	cellular_component
A0A2K3DFP2	GO:0015031	protein transport	biological_process
A0A2K3DFP2	GO:0030150	protein import into mitochondrial matrix	biological_process
A0A2K3DFP2	GO:0030150	protein import into mitochondrial matrix	biological_process
A0A2K3DFP2	GO:0005739	mitochondrion	cellular_component
A0A2K3DFP2	GO:0005743	mitochondrial inner membrane	cellular_component
A0A2K3DFP2	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	cellular_component
A0A2K3DFP2	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	cellular_component
A0A2K3DEL3	GO:0004672	protein kinase activity	molecular_function
A0A2K3DEL3	GO:0005524	ATP binding	molecular_function
A0A2K3DDN4	GO:0016791	phosphatase activity	molecular_function
A0A2K3DDN4	GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity	molecular_function
A0A2K3DDN4	GO:0046856	phosphatidylinositol dephosphorylation	biological_process
A0A2K3DDN4	GO:0005783	endoplasmic reticulum	cellular_component
A0A2K3DDN4	GO:0016020	membrane	cellular_component
A0A2K3DEJ2	GO:0015297	antiporter activity	molecular_function
A0A2K3DEJ2	GO:0006814	sodium ion transport	biological_process
A0A2K3DEJ2	GO:0055085	transmembrane transport	biological_process
A0A2K3DEJ2	GO:0016020	membrane	cellular_component
A0A2K3DE28	GO:0004672	protein kinase activity	molecular_function
A0A2K3DE28	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DE28	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DE28	GO:0005524	ATP binding	molecular_function
A0A2K3DE28	GO:0007165	signal transduction	biological_process
A0A2K3DE28	GO:0016020	membrane	cellular_component
A0A2K3DEZ0	GO:0003824	catalytic activity	molecular_function
A0A2K3DD72	GO:0016020	membrane	cellular_component
A7UCH9	GO:0004089	carbonate dehydratase activity	molecular_function
A7UCH9	GO:0008270	zinc ion binding	molecular_function
A7UCH9	GO:0016829	lyase activity	molecular_function
A7UCH9	GO:0046872	metal ion binding	molecular_function
A7UCH9	GO:0015976	carbon utilization	biological_process
A0A2K3DE15	GO:0016020	membrane	cellular_component
A0A2K3DES0	GO:0003677	DNA binding	molecular_function
A0A2K3DES0	GO:0003690	double-stranded DNA binding	molecular_function
A0A2K3DES0	GO:0005524	ATP binding	molecular_function
A0A2K3DES0	GO:0030983	mismatched DNA binding	molecular_function
A0A2K3DES0	GO:0140664	ATP-dependent DNA damage sensor activity	molecular_function
A0A2K3DES0	GO:0006281	DNA repair	biological_process
A0A2K3DES0	GO:0006298	mismatch repair	biological_process
A0A2K3DES0	GO:0043504	mitochondrial DNA repair	biological_process
A0A2K3DES0	GO:0005634	nucleus	cellular_component
A0A2K3DES0	GO:0005739	mitochondrion	cellular_component
A0A2K3DD90	GO:0016020	membrane	cellular_component
A0A2K3DDI4	GO:0009190	cyclic nucleotide biosynthetic process	biological_process
A0A2K3DDI4	GO:0035556	intracellular signal transduction	biological_process
A0A2K3DDI4	GO:0016020	membrane	cellular_component
A0A2K3DF00	GO:0004672	protein kinase activity	molecular_function
A0A2K3DF00	GO:0004672	protein kinase activity	molecular_function
A0A2K3DF00	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DF00	GO:0005524	ATP binding	molecular_function
A0A2K3DF00	GO:0007165	signal transduction	biological_process
A0A2K3DF00	GO:0005737	cytoplasm	cellular_component
A0A2K3DCW7	GO:0016020	membrane	cellular_component
A0A2K3DG23	GO:0005524	ATP binding	molecular_function
A0A2K3DG23	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DG23	GO:0051082	unfolded protein binding	molecular_function
A0A2K3DG23	GO:0051082	unfolded protein binding	molecular_function
A0A2K3DG23	GO:0140662	ATP-dependent protein folding chaperone	molecular_function
A0A2K3DG23	GO:0006457	protein folding	biological_process
A0A2K3DG23	GO:0006457	protein folding	biological_process
A0A2K3DG23	GO:0005737	cytoplasm	cellular_component
A0A2K3DG23	GO:0005829	cytosol	cellular_component
A0A2K3DG23	GO:0005832	chaperonin-containing T-complex	cellular_component
A0A2K3DG23	GO:0005832	chaperonin-containing T-complex	cellular_component
A0A2K3DE40	GO:0005262	calcium channel activity	molecular_function
A0A2K3DE40	GO:0015279	store-operated calcium channel activity	molecular_function
A0A2K3DE40	GO:0070679	inositol 1,4,5 trisphosphate binding	molecular_function
A0A2K3DE40	GO:0034220	monoatomic ion transmembrane transport	biological_process
A0A2K3DE40	GO:0051480	regulation of cytosolic calcium ion concentration	biological_process
A0A2K3DE40	GO:0070588	calcium ion transmembrane transport	biological_process
A0A2K3DE40	GO:0070588	calcium ion transmembrane transport	biological_process
A0A2K3DE40	GO:0005886	plasma membrane	cellular_component
A0A2K3DE40	GO:0016020	membrane	cellular_component
A0A2K3DE40	GO:0034703	cation channel complex	cellular_component
A8J098	GO:0005516	calmodulin binding	molecular_function
A8J098	GO:0005737	cytoplasm	cellular_component
A8J098	GO:0005856	cytoskeleton	cellular_component
A8J098	GO:0005929	cilium	cellular_component
A8J098	GO:0042995	cell projection	cellular_component
A8J098	GO:0043232	intracellular membraneless organelle	cellular_component
A8J098	GO:0120025	plasma membrane bounded cell projection	cellular_component
A8IZN1	GO:0004620	phospholipase activity	molecular_function
A8IZN1	GO:0030149	sphingolipid catabolic process	biological_process
A8IZN1	GO:0046513	ceramide biosynthetic process	biological_process
A8IZN1	GO:0005783	endoplasmic reticulum	cellular_component
A8IZN1	GO:0016020	membrane	cellular_component
A8IZN1	GO:0071944	cell periphery	cellular_component
A0A2K3DFI2	GO:0005506	iron ion binding	molecular_function
A0A2K3DFI2	GO:0005524	ATP binding	molecular_function
A0A2K3DFI2	GO:0005524	ATP binding	molecular_function
A0A2K3DFI2	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DFI2	GO:0043024	ribosomal small subunit binding	molecular_function
A0A2K3DFI2	GO:0006413	translational initiation	biological_process
A0A2K3DFI2	GO:0006415	translational termination	biological_process
A0A2K3DDD4	GO:0005524	ATP binding	molecular_function
A0A2K3DDD4	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DDD4	GO:0031072	heat shock protein binding	molecular_function
A0A2K3DDD4	GO:0044183	protein folding chaperone	molecular_function
A0A2K3DDD4	GO:0051082	unfolded protein binding	molecular_function
A0A2K3DDD4	GO:0140662	ATP-dependent protein folding chaperone	molecular_function
A0A2K3DDD4	GO:0006457	protein folding	biological_process
A0A2K3DDD4	GO:0016226	iron-sulfur cluster assembly	biological_process
A0A2K3DDD4	GO:0042026	protein refolding	biological_process
A0A2K3DDD4	GO:0051085	chaperone cofactor-dependent protein refolding	biological_process
A0A2K3DDD4	GO:0005737	cytoplasm	cellular_component
A0A2K3DDD4	GO:0005739	mitochondrion	cellular_component
A0A2K3DFF7	GO:0006772	thiamine metabolic process	biological_process
A0A2K3DFF7	GO:0005829	cytosol	cellular_component
A0A2K3DCP4	GO:1990817	poly(A) RNA polymerase activity	molecular_function
A0A2K3DCP4	GO:1990817	poly(A) RNA polymerase activity	molecular_function
A0A2K3DCP4	GO:0016070	RNA metabolic process	biological_process
A0A2K3DCP4	GO:0031123	RNA 3'-end processing	biological_process
A0A2K3DCP4	GO:0043634	polyadenylation-dependent ncRNA catabolic process	biological_process
A0A2K3DCP4	GO:0005730	nucleolus	cellular_component
A0A2K3DCP4	GO:0031499	TRAMP complex	cellular_component
A8IZK1	GO:0003735	structural constituent of ribosome	molecular_function
A8IZK1	GO:0006412	translation	biological_process
A8IZK1	GO:0005840	ribosome	cellular_component
A8IZK1	GO:1990904	ribonucleoprotein complex	cellular_component
A0A2K3DCY2	GO:0000976	transcription cis-regulatory region binding	molecular_function
A0A2K3DCY2	GO:0045944	positive regulation of transcription by RNA polymerase II	biological_process
A0A2K3DCY2	GO:0005634	nucleus	cellular_component
A0A2K3DDQ5	GO:0008017	microtubule binding	molecular_function
A0A2K3DDQ5	GO:0051959	dynein light intermediate chain binding	molecular_function
A0A2K3DDQ5	GO:0030705	cytoskeleton-dependent intracellular transport	biological_process
A0A2K3DDQ5	GO:0031122	cytoplasmic microtubule organization	biological_process
A0A2K3DDQ5	GO:0005737	cytoplasm	cellular_component
A0A2K3DDQ5	GO:0005815	microtubule organizing center	cellular_component
A0A2K3DD00	GO:0005524	ATP binding	molecular_function
A0A2K3DD00	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DD00	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DD00	GO:1990275	preribosome binding	molecular_function
A0A2K3DD00	GO:0042254	ribosome biogenesis	biological_process
A0A2K3DD00	GO:0005634	nucleus	cellular_component
A0A2K3DDF6	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	molecular_function
A0A2K3DDF6	GO:0006887	exocytosis	biological_process
A0A2K3DDF6	GO:0006887	exocytosis	biological_process
A0A2K3DDF6	GO:0006893	Golgi to plasma membrane transport	biological_process
A0A2K3DDF6	GO:0005886	plasma membrane	cellular_component
A0A2K3DDF6	GO:0000145	exocyst	cellular_component
A0A2K3DDF6	GO:0000145	exocyst	cellular_component
A0A2K3DDH0	GO:0006887	exocytosis	biological_process
A0A2K3DDH0	GO:0000145	exocyst	cellular_component
A8J518	GO:0005634	nucleus	cellular_component
A8J518	GO:0005737	cytoplasm	cellular_component
A0A2K3DFL3	GO:0005737	cytoplasm	cellular_component
A0A2K3DFL3	GO:0005737	cytoplasm	cellular_component
A0A2K3DDD1	GO:0008146	sulfotransferase activity	molecular_function
A0A2K3DFF9	GO:0016020	membrane	cellular_component
A0A2K3DD06	GO:0005216	monoatomic ion channel activity	molecular_function
A0A2K3DD06	GO:0005216	monoatomic ion channel activity	molecular_function
A0A2K3DD06	GO:0006811	monoatomic ion transport	biological_process
A0A2K3DD06	GO:0055085	transmembrane transport	biological_process
A0A2K3DD06	GO:0098703	calcium ion import across plasma membrane	biological_process
A0A2K3DD06	GO:0005886	plasma membrane	cellular_component
A0A2K3DD06	GO:0016020	membrane	cellular_component
A0A2K3DDC3	GO:0003712	transcription coregulator activity	molecular_function
A0A2K3DDC3	GO:0070063	RNA polymerase binding	molecular_function
A0A2K3DDC3	GO:0070063	RNA polymerase binding	molecular_function
A0A2K3DDC3	GO:0005634	nucleus	cellular_component
A0A2K3DCP0	GO:0008157	protein phosphatase 1 binding	molecular_function
A0A2K3DCP0	GO:0000785	chromatin	cellular_component
A0A2K3DCP0	GO:0072357	PTW/PP1 phosphatase complex	cellular_component
Q6S7R7	GO:0016491	oxidoreductase activity	molecular_function
Q6S7R7	GO:0031966	mitochondrial membrane	cellular_component
A0A2K3DCP1	GO:0004721	phosphoprotein phosphatase activity	molecular_function
A0A2K3DCP1	GO:0019203	carbohydrate phosphatase activity	molecular_function
A0A2K3DCP1	GO:0019203	carbohydrate phosphatase activity	molecular_function
A0A2K3DCP1	GO:2001070	starch binding	molecular_function
A0A2K3DCP1	GO:0005983	starch catabolic process	biological_process
A0A2K3DCP1	GO:0044042	glucan metabolic process	biological_process
A0A2K3DCP1	GO:0009507	chloroplast	cellular_component
A0A2K3DCP1	GO:0005737	cytoplasm	cellular_component
A0A2K3DCP1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
A0A2K3DFK7	GO:0004672	protein kinase activity	molecular_function
A0A2K3DFK7	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DFK7	GO:0005524	ATP binding	molecular_function
A0A2K3DF26	GO:0004497	monooxygenase activity	molecular_function
A0A2K3DF26	GO:0008682	3-demethoxyubiquinol 3-hydroxylase activity	molecular_function
A0A2K3DF26	GO:0006744	ubiquinone biosynthetic process	biological_process
A0A2K3DF26	GO:0006744	ubiquinone biosynthetic process	biological_process
A0A2K3DF26	GO:0005743	mitochondrial inner membrane	cellular_component
A0A2K3DF35	GO:0004386	helicase activity	molecular_function
A0A2K3DF35	GO:0005524	ATP binding	molecular_function
A0A2K3DF35	GO:0016787	hydrolase activity	molecular_function
A0A2K3DF35	GO:0004386	helicase activity	molecular_function
A0A2K3DF35	GO:0005524	ATP binding	molecular_function
A0A2K3DF35	GO:0016787	hydrolase activity	molecular_function
A0A2K3DE20	GO:0043130	ubiquitin binding	molecular_function
A0A2K3DE20	GO:0010992	ubiquitin recycling	biological_process
A0A2K3DE20	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological_process
A0A2K3DE20	GO:0005634	nucleus	cellular_component
A0A2K3DE20	GO:0005737	cytoplasm	cellular_component
A0A2K3DE20	GO:0005737	cytoplasm	cellular_component
A0A2K3DE62	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3DE62	GO:0016757	glycosyltransferase activity	molecular_function
A8J087	GO:0003676	nucleic acid binding	molecular_function
A8J087	GO:0003723	RNA binding	molecular_function
A8J087	GO:0003723	RNA binding	molecular_function
A8J087	GO:0005634	nucleus	cellular_component
A8J087	GO:0005737	cytoplasm	cellular_component
A8J087	GO:0005737	cytoplasm	cellular_component
A0A2K3DCD7	GO:0003677	DNA binding	molecular_function
A0A2K3DFN0	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function
A0A2K3DFN0	GO:0000987	cis-regulatory region sequence-specific DNA binding	molecular_function
A0A2K3DFN0	GO:0006357	regulation of transcription by RNA polymerase II	biological_process
A0A2K3DFN0	GO:0042594	response to starvation	biological_process
A0A2K3DFN0	GO:0005634	nucleus	cellular_component
A0A2K3DFN0	GO:0005634	nucleus	cellular_component
A0A2K3DEI5	GO:0005319	lipid transporter activity	molecular_function
A0A2K3DEI5	GO:0005543	phospholipid binding	molecular_function
A0A2K3DEI5	GO:0006869	lipid transport	biological_process
A0A2K3DEI5	GO:0009706	chloroplast inner membrane	cellular_component
A0A2K3DEI5	GO:0016020	membrane	cellular_component
A0A2K3DCK0	GO:0055085	transmembrane transport	biological_process
A0A2K3DCK0	GO:0016020	membrane	cellular_component
A0A2K3DEN5	GO:0003712	transcription coregulator activity	molecular_function
A0A2K3DEN5	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DEN5	GO:0005634	nucleus	cellular_component
A0A2K3DEN5	GO:0005634	nucleus	cellular_component
A0A2K3DDR6	GO:0000166	nucleotide binding	molecular_function
A0A2K3DDR6	GO:0003677	DNA binding	molecular_function
A0A2K3DDR6	GO:0003887	DNA-directed DNA polymerase activity	molecular_function
A0A2K3DDR6	GO:0003887	DNA-directed DNA polymerase activity	molecular_function
A0A2K3DDR6	GO:0000724	double-strand break repair via homologous recombination	biological_process
A0A2K3DDR6	GO:0006281	DNA repair	biological_process
A0A2K3DDR6	GO:0006974	DNA damage response	biological_process
A0A2K3DDR6	GO:0019985	translesion synthesis	biological_process
A0A2K3DDR6	GO:0042276	error-prone translesion synthesis	biological_process
A0A2K3DDR6	GO:0005634	nucleus	cellular_component
A0A2K3DDR6	GO:0016035	zeta DNA polymerase complex	cellular_component
A0A2K3DDR6	GO:0016035	zeta DNA polymerase complex	cellular_component
A0A2K3DCS1	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3DCS1	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function
A0A2K3DCS1	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function
A0A2K3DCS1	GO:0006694	steroid biosynthetic process	biological_process
A0A2K3DER0	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	molecular_function
A0A2K3DER0	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function
A0A2K3DER0	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DER0	GO:0006357	regulation of transcription by RNA polymerase II	biological_process
A0A2K3DER0	GO:0005634	nucleus	cellular_component
A8J0D6	GO:0051721	protein phosphatase 2A binding	molecular_function
A8J0D6	GO:0009966	regulation of signal transduction	biological_process
A8J0D6	GO:0035303	regulation of dephosphorylation	biological_process
A8J0D6	GO:0005829	cytosol	cellular_component
A0A2K3DCM3	GO:0004672	protein kinase activity	molecular_function
A0A2K3DCM3	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DCM3	GO:0004676	3-phosphoinositide-dependent protein kinase activity	molecular_function
A0A2K3DCM3	GO:0004677	DNA-dependent protein kinase activity	molecular_function
A0A2K3DCM3	GO:0004679	AMP-activated protein kinase activity	molecular_function
A0A2K3DCM3	GO:0004683	calcium/calmodulin-dependent protein kinase activity	molecular_function
A0A2K3DCM3	GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function
A0A2K3DCM3	GO:0004711	ribosomal protein S6 kinase activity	molecular_function
A0A2K3DCM3	GO:0005516	calmodulin binding	molecular_function
A0A2K3DCM3	GO:0005524	ATP binding	molecular_function
A0A2K3DCM3	GO:0009931	calcium-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3DCM3	GO:0035175	histone H3S10 kinase activity	molecular_function
A0A2K3DCM3	GO:0035402	histone H3T11 kinase activity	molecular_function
A0A2K3DCM3	GO:0035403	histone H3T6 kinase activity	molecular_function
A0A2K3DCM3	GO:0035979	histone H2AXS139 kinase activity	molecular_function
A0A2K3DCM3	GO:0044022	histone H3S28 kinase activity	molecular_function
A0A2K3DCM3	GO:0044023	histone H4S1 kinase activity	molecular_function
A0A2K3DCM3	GO:0044024	histone H2AS1 kinase activity	molecular_function
A0A2K3DCM3	GO:0044025	histone H2BS14 kinase activity	molecular_function
A0A2K3DCM3	GO:0072354	histone H3T3 kinase activity	molecular_function
A0A2K3DCM3	GO:0072371	histone H2AS121 kinase activity	molecular_function
A0A2K3DCM3	GO:0072518	Rho-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3DCM3	GO:0140823	histone H2BS36 kinase activity	molecular_function
A0A2K3DCM3	GO:0140855	histone H3S57 kinase activity	molecular_function
A0A2K3DCM3	GO:0140857	histone H3T45 kinase activity	molecular_function
A0A2K3DED4	GO:0030036	actin cytoskeleton organization	biological_process
A0A2K3DED4	GO:0016020	membrane	cellular_component
A0A2K3DCG6	GO:0016020	membrane	cellular_component
Q6IET4	GO:0045505	dynein intermediate chain binding	molecular_function
Q6IET4	GO:0007018	microtubule-based movement	biological_process
Q6IET4	GO:0005737	cytoplasm	cellular_component
Q6IET4	GO:0005868	cytoplasmic dynein complex	cellular_component
A0A2K3DE27	GO:0006811	monoatomic ion transport	biological_process
A0A2K3DE27	GO:0034220	monoatomic ion transmembrane transport	biological_process
A0A2K3DE27	GO:0016020	membrane	cellular_component
A0A2K3DDK3	GO:0003677	DNA binding	molecular_function
A0A2K3DDK3	GO:0003682	chromatin binding	molecular_function
A0A2K3DDK3	GO:0005524	ATP binding	molecular_function
A0A2K3DDK3	GO:0008270	zinc ion binding	molecular_function
A0A2K3DDK3	GO:0016787	hydrolase activity	molecular_function
A0A2K3DDK3	GO:0140750	nucleosome array spacer activity	molecular_function
A0A2K3DDK3	GO:0006338	chromatin remodeling	biological_process
A0A2K3DDK3	GO:0045944	positive regulation of transcription by RNA polymerase II	biological_process
A0A2K3DDK3	GO:0000785	chromatin	cellular_component
A0A2K3DDK3	GO:0005634	nucleus	cellular_component
A0A2K3DF20	GO:0008270	zinc ion binding	molecular_function
A0A2K3DF20	GO:0016301	kinase activity	molecular_function
A0A2K3DF20	GO:0016301	kinase activity	molecular_function
A0A2K3DF20	GO:0009507	chloroplast	cellular_component
A0A2K3DF20	GO:0016020	membrane	cellular_component
A0A2K3DF29	GO:0008270	zinc ion binding	molecular_function
A0A2K3DF29	GO:0016301	kinase activity	molecular_function
A0A2K3DF29	GO:0009507	chloroplast	cellular_component
A0A2K3DF29	GO:0016020	membrane	cellular_component
A0A2K3DFG1	GO:0008198	ferrous iron binding	molecular_function
A0A2K3DFG1	GO:0008270	zinc ion binding	molecular_function
A0A2K3DFG1	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3DFG1	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function
A0A2K3DFG1	GO:0046872	metal ion binding	molecular_function
A0A2K3DFG1	GO:0051213	dioxygenase activity	molecular_function
A0A2K3DFB9	GO:0010997	anaphase-promoting complex binding	molecular_function
A0A2K3DFB9	GO:0010997	anaphase-promoting complex binding	molecular_function
A0A2K3DFB9	GO:0097027	ubiquitin-protein transferase activator activity	molecular_function
A0A2K3DFB9	GO:1990757	ubiquitin ligase activator activity	molecular_function
A0A2K3DFB9	GO:0031145	anaphase-promoting complex-dependent catabolic process	biological_process
A0A2K3DFB9	GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process	biological_process
A0A2K3DFB9	GO:0005680	anaphase-promoting complex	cellular_component
A0A2K3DDQ4	GO:0016020	membrane	cellular_component
A8J509	GO:0003727	single-stranded RNA binding	molecular_function
A8J509	GO:0003729	mRNA binding	molecular_function
A8J509	GO:0006397	mRNA processing	biological_process
A8J509	GO:0006397	mRNA processing	biological_process
A8J509	GO:0006417	regulation of translation	biological_process
A8IZV8	GO:0035615	clathrin adaptor activity	molecular_function
A8IZV8	GO:0006886	intracellular protein transport	biological_process
A8IZV8	GO:0015031	protein transport	biological_process
A8IZV8	GO:0016192	vesicle-mediated transport	biological_process
A8IZV8	GO:0016192	vesicle-mediated transport	biological_process
A8IZV8	GO:0043231	intracellular membrane-bounded organelle	cellular_component
A8IZV8	GO:0005794	Golgi apparatus	cellular_component
A8IZV8	GO:0016020	membrane	cellular_component
A8IZV8	GO:0030659	cytoplasmic vesicle membrane	cellular_component
A8IZV8	GO:0031410	cytoplasmic vesicle	cellular_component
A8IZV8	GO:0030117	membrane coat	cellular_component
A8IZV8	GO:0030121	AP-1 adaptor complex	cellular_component
A0A2K3DDD6	GO:0008270	zinc ion binding	molecular_function
A0A2K3DCF3	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3DCF3	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3DCF3	GO:0070085	glycosylation	biological_process
A0A2K3DCF3	GO:0005737	cytoplasm	cellular_component
A0A2K3DCF3	GO:0016020	membrane	cellular_component
A8IZH7	GO:0003924	GTPase activity	molecular_function
A8IZH7	GO:0003924	GTPase activity	molecular_function
A8IZH7	GO:0005525	GTP binding	molecular_function
A8IZH7	GO:0006886	intracellular protein transport	biological_process
A8IZH7	GO:0012505	endomembrane system	cellular_component
A8IZH7	GO:0012505	endomembrane system	cellular_component
A0A2K3DEM4	GO:0004851	uroporphyrin-III C-methyltransferase activity	molecular_function
A0A2K3DEM4	GO:0008168	methyltransferase activity	molecular_function
A0A2K3DEM4	GO:0006779	porphyrin-containing compound biosynthetic process	biological_process
A0A2K3DEM4	GO:0019354	siroheme biosynthetic process	biological_process
A0A2K3DEM4	GO:0019354	siroheme biosynthetic process	biological_process
A0A2K3DEM4	GO:0032259	methylation	biological_process
A0A2K3DFT2	GO:0004672	protein kinase activity	molecular_function
A0A2K3DFT2	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DFT2	GO:0005524	ATP binding	molecular_function
A0A2K3DFT2	GO:0035556	intracellular signal transduction	biological_process
A0A2K3DFT2	GO:0005634	nucleus	cellular_component
A0A2K3DFT2	GO:0005737	cytoplasm	cellular_component
A0A2K3DFT5	GO:0004672	protein kinase activity	molecular_function
A0A2K3DFT5	GO:0005524	ATP binding	molecular_function
A8IZJ9	GO:0004674	protein serine/threonine kinase activity	molecular_function
A8IZJ9	GO:0004693	cyclin-dependent protein serine/threonine kinase activity	molecular_function
A8IZJ9	GO:0005524	ATP binding	molecular_function
A8IZJ9	GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity	molecular_function
